"""Longitude (x)","""""Latitude (y)""""","""""Station Name""""","""""Climate ID""""","""""Date/Time""""","""""Year""""","""""Month""""","""""Day""""","""""Time""""","""""Temp (°C)""""","""""Temp Flag""""","""""Dew Point Temp (°C)""""","""""Dew Point Temp Flag""""","""""Rel Hum (%)""""","""""Rel Hum Flag""""","""""Wind Dir (10s deg)""""","""""Wind Dir Flag""""","""""Wind Spd (km/h)""""","""""Wind Spd Flag""""","""""Visibility (km)""""","""""Visibility Flag""""","""""Stn Press (kPa)""""","""""Stn Press Flag""""","""""Hmdx""""","""""Hmdx Flag""""","""""Wind Chill""""","""""Wind Chill Flag""""","""""Weather"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-01 17:00""""","""""2019""""","""""01""""","""""01""""","""""17:00""""","""""-3.5""""","""""""""","""""-8.3""""","""""""""","""""69""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.98""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-01 18:00""""","""""2019""""","""""01""""","""""01""""","""""18:00""""","""""-4.5""""","""""""""","""""-9.3""""","""""""""","""""69""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.05""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-01 19:00""""","""""2019""""","""""01""""","""""01""""","""""19:00""""","""""-5.3""""","""""""""","""""-10.0""""","""""""""","""""69""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.12""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-01 20:00""""","""""2019""""","""""01""""","""""01""""","""""20:00""""","""""-5.7""""","""""""""","""""-10.1""""","""""""""","""""71""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.14""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-01 21:00""""","""""2019""""","""""01""""","""""01""""","""""21:00""""","""""-6.1""""","""""""""","""""-10.5""""","""""""""","""""71""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.17""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-01 22:00""""","""""2019""""","""""01""""","""""01""""","""""22:00""""","""""-6.4""""","""""""""","""""-10.5""""","""""""""","""""72""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.14""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-01 23:00""""","""""2019""""","""""01""""","""""01""""","""""23:00""""","""""-6.5""""","""""""""","""""-10.3""""","""""""""","""""74""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.11""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 00:00""""","""""2019""""","""""01""""","""""02""""","""""00:00""""","""""-6.6""""","""""""""","""""-10.6""""","""""""""","""""73""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.13""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 01:00""""","""""2019""""","""""01""""","""""02""""","""""01:00""""","""""-6.4""""","""""""""","""""-10.4""""","""""""""","""""73""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.14""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 02:00""""","""""2019""""","""""01""""","""""02""""","""""02:00""""","""""-6.3""""","""""""""","""""-10.4""""","""""""""","""""72""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.21""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 03:00""""","""""2019""""","""""01""""","""""02""""","""""03:00""""","""""-6.7""""","""""""""","""""-10.8""""","""""""""","""""73""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.29""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 04:00""""","""""2019""""","""""01""""","""""02""""","""""04:00""""","""""-7.3""""","""""""""","""""-10.8""""","""""""""","""""76""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.32""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 05:00""""","""""2019""""","""""01""""","""""02""""","""""05:00""""","""""-7.6""""","""""""""","""""-11.0""""","""""""""","""""77""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.27""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 06:00""""","""""2019""""","""""01""""","""""02""""","""""06:00""""","""""-8.0""""","""""""""","""""-11.2""""","""""""""","""""77""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.28""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 07:00""""","""""2019""""","""""01""""","""""02""""","""""07:00""""","""""-8.1""""","""""""""","""""-11.5""""","""""""""","""""76""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.32""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 08:00""""","""""2019""""","""""01""""","""""02""""","""""08:00""""","""""-7.9""""","""""""""","""""-11.2""""","""""""""","""""77""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.33""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 09:00""""","""""2019""""","""""01""""","""""02""""","""""09:00""""","""""-7.7""""","""""""""","""""-11.3""""","""""""""","""""75""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.36""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 10:00""""","""""2019""""","""""01""""","""""02""""","""""10:00""""","""""-6.9""""","""""""""","""""-11.0""""","""""""""","""""73""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.28""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 11:00""""","""""2019""""","""""01""""","""""02""""","""""11:00""""","""""-6.3""""","""""""""","""""-12.1""""","""""""""","""""63""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.25""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 12:00""""","""""2019""""","""""01""""","""""02""""","""""12:00""""","""""-5.0""""","""""""""","""""-10.4""""","""""""""","""""66""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""101.12""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 13:00""""","""""2019""""","""""01""""","""""02""""","""""13:00""""","""""-4.1""""","""""""""","""""-8.3""""","""""""""","""""73""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.93""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 14:00""""","""""2019""""","""""01""""","""""02""""","""""14:00""""","""""-3.9""""","""""""""","""""-7.6""""","""""""""","""""76""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.88""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 15:00""""","""""2019""""","""""01""""","""""02""""","""""15:00""""","""""-3.8""""","""""""""","""""-6.2""""","""""""""","""""83""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.71""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 16:00""""","""""2019""""","""""01""""","""""02""""","""""16:00""""","""""-3.1""""","""""""""","""""-5.4""""","""""""""","""""84""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.52""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 17:00""""","""""2019""""","""""01""""","""""02""""","""""17:00""""","""""-2.1""""","""""""""","""""-5.4""""","""""""""","""""78""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.45""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 18:00""""","""""2019""""","""""01""""","""""02""""","""""18:00""""","""""-1.5""""","""""""""","""""-4.3""""","""""""""","""""81""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.36""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 19:00""""","""""2019""""","""""01""""","""""02""""","""""19:00""""","""""-1.2""""","""""""""","""""-3.2""""","""""""""","""""86""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.22""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 20:00""""","""""2019""""","""""01""""","""""02""""","""""20:00""""","""""-0.5""""","""""""""","""""-2.7""""","""""""""","""""85""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.13""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 21:00""""","""""2019""""","""""01""""","""""02""""","""""21:00""""","""""-0.1""""","""""""""","""""-2.3""""","""""""""","""""85""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.99""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 22:00""""","""""2019""""","""""01""""","""""02""""","""""22:00""""","""""0.1""""","""""""""","""""-1.5""""","""""""""","""""89""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.84""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-02 23:00""""","""""2019""""","""""01""""","""""02""""","""""23:00""""","""""0.3""""","""""""""","""""-1.0""""","""""""""","""""91""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.73""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 00:00""""","""""2019""""","""""01""""","""""03""""","""""00:00""""","""""0.3""""","""""""""","""""-0.7""""","""""""""","""""93""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.59""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 01:00""""","""""2019""""","""""01""""","""""03""""","""""01:00""""","""""0.6""""","""""""""","""""-0.4""""","""""""""","""""93""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.61""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 02:00""""","""""2019""""","""""01""""","""""03""""","""""02:00""""","""""0.3""""","""""""""","""""-0.6""""","""""""""","""""93""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.65""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 03:00""""","""""2019""""","""""01""""","""""03""""","""""03:00""""","""""-0.2""""","""""""""","""""-2.0""""","""""""""","""""88""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.77""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 04:00""""","""""2019""""","""""01""""","""""03""""","""""04:00""""","""""-0.5""""","""""""""","""""-2.8""""","""""""""","""""85""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.78""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 05:00""""","""""2019""""","""""01""""","""""03""""","""""05:00""""","""""0.3""""","""""""""","""""-2.5""""","""""""""","""""81""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.83""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 06:00""""","""""2019""""","""""01""""","""""03""""","""""06:00""""","""""0.7""""","""""""""","""""-3.5""""","""""""""","""""74""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.88""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 07:00""""","""""2019""""","""""01""""","""""03""""","""""07:00""""","""""0.6""""","""""""""","""""-4.1""""","""""""""","""""71""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.98""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 08:00""""","""""2019""""","""""01""""","""""03""""","""""08:00""""","""""0.4""""","""""""""","""""-5.1""""","""""""""","""""67""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.07""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 09:00""""","""""2019""""","""""01""""","""""03""""","""""09:00""""","""""0.3""""","""""""""","""""-4.6""""","""""""""","""""70""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.16""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 10:00""""","""""2019""""","""""01""""","""""03""""","""""10:00""""","""""0.0""""","""""""""","""""-5.8""""","""""""""","""""65""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.15""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 11:00""""","""""2019""""","""""01""""","""""03""""","""""11:00""""","""""0.2""""","""""""""","""""-5.5""""","""""""""","""""65""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.11""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 12:00""""","""""2019""""","""""01""""","""""03""""","""""12:00""""","""""0.0""""","""""""""","""""-5.4""""","""""""""","""""67""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.99""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 13:00""""","""""2019""""","""""01""""","""""03""""","""""13:00""""","""""0.2""""","""""""""","""""-5.7""""","""""""""","""""65""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.01""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 14:00""""","""""2019""""","""""01""""","""""03""""","""""14:00""""","""""0.4""""","""""""""","""""-5.0""""","""""""""","""""67""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.97""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 15:00""""","""""2019""""","""""01""""","""""03""""","""""15:00""""","""""0.7""""","""""""""","""""-4.6""""","""""""""","""""68""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.94""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 16:00""""","""""2019""""","""""01""""","""""03""""","""""16:00""""","""""0.9""""","""""""""","""""-4.6""""","""""""""","""""66""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.94""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 17:00""""","""""2019""""","""""01""""","""""03""""","""""17:00""""","""""1.0""""","""""""""","""""-4.9""""","""""""""","""""65""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.94""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 18:00""""","""""2019""""","""""01""""","""""03""""","""""18:00""""","""""1.1""""","""""""""","""""-4.7""""","""""""""","""""65""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.92""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 19:00""""","""""2019""""","""""01""""","""""03""""","""""19:00""""","""""1.2""""","""""""""","""""-3.9""""","""""""""","""""69""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.96""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 20:00""""","""""2019""""","""""01""""","""""03""""","""""20:00""""","""""1.1""""","""""""""","""""-3.8""""","""""""""","""""70""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.94""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2019-01-03 21:00""""","""""2019""""","""""01""""","""""03""""","""""21:00""""","""""1.0""""","""""""""","""""-3.4""""","""""""""","""""72""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.84""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
