"""Longitude (x)","""""Latitude (y)""""","""""Station Name""""","""""Climate ID""""","""""Date/Time""""","""""Year""""","""""Month""""","""""Day""""","""""Time""""","""""Temp (°C)""""","""""Temp Flag""""","""""Dew Point Temp (°C)""""","""""Dew Point Temp Flag""""","""""Rel Hum (%)""""","""""Rel Hum Flag""""","""""Wind Dir (10s deg)""""","""""Wind Dir Flag""""","""""Wind Spd (km/h)""""","""""Wind Spd Flag""""","""""Visibility (km)""""","""""Visibility Flag""""","""""Stn Press (kPa)""""","""""Stn Press Flag""""","""""Hmdx""""","""""Hmdx Flag""""","""""Wind Chill""""","""""Wind Chill Flag""""","""""Weather"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 04:00""""","""""2015""""","""""01""""","""""25""""","""""04:00""""","""""-7.1""""","""""""""","""""-11.3""""","""""""""","""""72""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.28""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 05:00""""","""""2015""""","""""01""""","""""25""""","""""05:00""""","""""-9.0""""","""""""""","""""-13.1""""","""""""""","""""72""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.42""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 06:00""""","""""2015""""","""""01""""","""""25""""","""""06:00""""","""""-9.6""""","""""""""","""""-13.3""""","""""""""","""""75""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.56""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 07:00""""","""""2015""""","""""01""""","""""25""""","""""07:00""""","""""-10.1""""","""""""""","""""-13.8""""","""""""""","""""74""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.70""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 08:00""""","""""2015""""","""""01""""","""""25""""","""""08:00""""","""""-10.9""""","""""""""","""""-14.8""""","""""""""","""""73""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.79""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 09:00""""","""""2015""""","""""01""""","""""25""""","""""09:00""""","""""-10.9""""","""""""""","""""-15.7""""","""""""""","""""68""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""99.90""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 10:00""""","""""2015""""","""""01""""","""""25""""","""""10:00""""","""""-10.3""""","""""""""","""""-16.3""""","""""""""","""""61""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.00""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 11:00""""","""""2015""""","""""01""""","""""25""""","""""11:00""""","""""-8.5""""","""""""""","""""-15.9""""","""""""""","""""55""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.06""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 12:00""""","""""2015""""","""""01""""","""""25""""","""""12:00""""","""""-8.3""""","""""""""","""""-18.4""""","""""""""","""""44""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.07""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 13:00""""","""""2015""""","""""01""""","""""25""""","""""13:00""""","""""-7.1""""","""""""""","""""-18.8""""","""""""""","""""39""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.05""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 14:00""""","""""2015""""","""""01""""","""""25""""","""""14:00""""","""""-6.7""""","""""""""","""""-20.7""""","""""""""","""""32""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.06""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 15:00""""","""""2015""""","""""01""""","""""25""""","""""15:00""""","""""-6.9""""","""""""""","""""-20.7""""","""""""""","""""32""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.08""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 16:00""""","""""2015""""","""""01""""","""""25""""","""""16:00""""","""""-6.8""""","""""""""","""""-20.8""""","""""""""","""""32""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.13""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 17:00""""","""""2015""""","""""01""""","""""25""""","""""17:00""""","""""-7.3""""","""""""""","""""-19.4""""","""""""""","""""38""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.19""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 18:00""""","""""2015""""","""""01""""","""""25""""","""""18:00""""","""""-8.3""""","""""""""","""""-18.1""""","""""""""","""""45""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.29""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 19:00""""","""""2015""""","""""01""""","""""25""""","""""19:00""""","""""-9.2""""","""""""""","""""-17.7""""","""""""""","""""50""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.43""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 20:00""""","""""2015""""","""""01""""","""""25""""","""""20:00""""","""""-9.9""""","""""""""","""""-17.3""""","""""""""","""""55""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.43""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 21:00""""","""""2015""""","""""01""""","""""25""""","""""21:00""""","""""-10.6""""","""""""""","""""-17.1""""","""""""""","""""59""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.44""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 22:00""""","""""2015""""","""""01""""","""""25""""","""""22:00""""","""""-10.8""""","""""""""","""""-16.8""""","""""""""","""""61""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.42""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-25 23:00""""","""""2015""""","""""01""""","""""25""""","""""23:00""""","""""-10.8""""","""""""""","""""-16.4""""","""""""""","""""63""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.43""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 00:00""""","""""2015""""","""""01""""","""""26""""","""""00:00""""","""""-10.6""""","""""""""","""""-17.3""""","""""""""","""""58""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.43""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 01:00""""","""""2015""""","""""01""""","""""26""""","""""01:00""""","""""-10.6""""","""""""""","""""-18.6""""","""""""""","""""52""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.40""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 02:00""""","""""2015""""","""""01""""","""""26""""","""""02:00""""","""""-10.9""""","""""""""","""""-18.5""""","""""""""","""""54""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.38""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 03:00""""","""""2015""""","""""01""""","""""26""""","""""03:00""""","""""-11.0""""","""""""""","""""-17.0""""","""""""""","""""61""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.34""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 04:00""""","""""2015""""","""""01""""","""""26""""","""""04:00""""","""""-11.3""""","""""""""","""""-15.2""""","""""""""","""""73""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.29""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 05:00""""","""""2015""""","""""01""""","""""26""""","""""05:00""""","""""-11.8""""","""""""""","""""-14.6""""","""""""""","""""80""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.25""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 06:00""""","""""2015""""","""""01""""","""""26""""","""""06:00""""","""""-12.1""""","""""""""","""""-14.6""""","""""""""","""""81""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.24""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 07:00""""","""""2015""""","""""01""""","""""26""""","""""07:00""""","""""-12.3""""","""""""""","""""-15.5""""","""""""""","""""77""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.27""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 08:00""""","""""2015""""","""""01""""","""""26""""","""""08:00""""","""""-13.0""""","""""""""","""""-17.3""""","""""""""","""""70""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.30""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 09:00""""","""""2015""""","""""01""""","""""26""""","""""09:00""""","""""-12.9""""","""""""""","""""-18.0""""","""""""""","""""66""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.28""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 10:00""""","""""2015""""","""""01""""","""""26""""","""""10:00""""","""""-11.6""""","""""""""","""""-16.1""""","""""""""","""""69""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.29""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 11:00""""","""""2015""""","""""01""""","""""26""""","""""11:00""""","""""-11.0""""","""""""""","""""-15.8""""","""""""""","""""68""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.32""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 12:00""""","""""2015""""","""""01""""","""""26""""","""""12:00""""","""""-9.8""""","""""""""","""""-14.4""""","""""""""","""""69""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.22""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 13:00""""","""""2015""""","""""01""""","""""26""""","""""13:00""""","""""-8.7""""","""""""""","""""-14.3""""","""""""""","""""64""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.13""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 14:00""""","""""2015""""","""""01""""","""""26""""","""""14:00""""","""""-8.1""""","""""""""","""""-14.8""""","""""""""","""""59""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.08""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 15:00""""","""""2015""""","""""01""""","""""26""""","""""15:00""""","""""-8.2""""","""""""""","""""-15.8""""","""""""""","""""54""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.08""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 16:00""""","""""2015""""","""""01""""","""""26""""","""""16:00""""","""""-7.5""""","""""""""","""""-16.3""""","""""""""","""""50""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.08""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 17:00""""","""""2015""""","""""01""""","""""26""""","""""17:00""""","""""-7.6""""","""""""""","""""-17.4""""","""""""""","""""45""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.10""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 18:00""""","""""2015""""","""""01""""","""""26""""","""""18:00""""","""""-7.9""""","""""""""","""""-17.8""""","""""""""","""""45""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.19""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 19:00""""","""""2015""""","""""01""""","""""26""""","""""19:00""""","""""-8.3""""","""""""""","""""-18.4""""","""""""""","""""44""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.24""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 20:00""""","""""2015""""","""""01""""","""""26""""","""""20:00""""","""""-8.6""""","""""""""","""""-16.7""""","""""""""","""""52""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.25""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 21:00""""","""""2015""""","""""01""""","""""26""""","""""21:00""""","""""-8.8""""","""""""""","""""-16.6""""","""""""""","""""53""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.25""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 22:00""""","""""2015""""","""""01""""","""""26""""","""""22:00""""","""""-9.1""""","""""""""","""""-15.6""""","""""""""","""""59""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.25""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-26 23:00""""","""""2015""""","""""01""""","""""26""""","""""23:00""""","""""-9.4""""","""""""""","""""-14.7""""","""""""""","""""65""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.23""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 00:00""""","""""2015""""","""""01""""","""""27""""","""""00:00""""","""""-9.5""""","""""""""","""""-15.1""""","""""""""","""""64""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.20""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 01:00""""","""""2015""""","""""01""""","""""27""""","""""01:00""""","""""-10.2""""","""""""""","""""-14.3""""","""""""""","""""72""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.19""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 02:00""""","""""2015""""","""""01""""","""""27""""","""""02:00""""","""""-10.5""""","""""""""","""""-14.6""""","""""""""","""""72""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.18""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 03:00""""","""""2015""""","""""01""""","""""27""""","""""03:00""""","""""-11.0""""","""""""""","""""-13.8""""","""""""""","""""80""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.23""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 04:00""""","""""2015""""","""""01""""","""""27""""","""""04:00""""","""""-11.1""""","""""""""","""""-14.1""""","""""""""","""""78""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.24""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 05:00""""","""""2015""""","""""01""""","""""27""""","""""05:00""""","""""-11.1""""","""""""""","""""-14.4""""","""""""""","""""77""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.26""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 06:00""""","""""2015""""","""""01""""","""""27""""","""""06:00""""","""""-10.9""""","""""""""","""""-14.6""""","""""""""","""""75""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.28""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 07:00""""","""""2015""""","""""01""""","""""27""""","""""07:00""""","""""-10.7""""","""""""""","""""-14.6""""","""""""""","""""73""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.36""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 08:00""""","""""2015""""","""""01""""","""""27""""","""""08:00""""","""""-10.7""""","""""""""","""""-14.7""""","""""""""","""""72""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.43""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 09:00""""","""""2015""""","""""01""""","""""27""""","""""09:00""""","""""-10.5""""","""""""""","""""-15.0""""","""""""""","""""69""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.46""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 10:00""""","""""2015""""","""""01""""","""""27""""","""""10:00""""","""""-10.0""""","""""""""","""""-15.8""""","""""""""","""""62""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.49""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 11:00""""","""""2015""""","""""01""""","""""27""""","""""11:00""""","""""-8.9""""","""""""""","""""-17.6""""","""""""""","""""49""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.49""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 12:00""""","""""2015""""","""""01""""","""""27""""","""""12:00""""","""""-7.9""""","""""""""","""""-17.2""""","""""""""","""""47""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.45""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 13:00""""","""""2015""""","""""01""""","""""27""""","""""13:00""""","""""-6.3""""","""""""""","""""-17.2""""","""""""""","""""42""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.41""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 14:00""""","""""2015""""","""""01""""","""""27""""","""""14:00""""","""""-5.4""""","""""""""","""""-18.2""""","""""""""","""""36""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.38""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 15:00""""","""""2015""""","""""01""""","""""27""""","""""15:00""""","""""-5.7""""","""""""""","""""-19.0""""","""""""""","""""34""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.43""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 16:00""""","""""2015""""","""""01""""","""""27""""","""""16:00""""","""""-6.2""""","""""""""","""""-18.1""""","""""""""","""""38""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.51""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 17:00""""","""""2015""""","""""01""""","""""27""""","""""17:00""""","""""-6.0""""","""""""""","""""-19.1""""","""""""""","""""35""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.59""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 18:00""""","""""2015""""","""""01""""","""""27""""","""""18:00""""","""""-7.2""""","""""""""","""""-18.3""""","""""""""","""""41""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.65""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 19:00""""","""""2015""""","""""01""""","""""27""""","""""19:00""""","""""-8.3""""","""""""""","""""-18.1""""","""""""""","""""45""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.69""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 20:00""""","""""2015""""","""""01""""","""""27""""","""""20:00""""","""""-8.8""""","""""""""","""""-17.3""""","""""""""","""""50""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.69""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 21:00""""","""""2015""""","""""01""""","""""27""""","""""21:00""""","""""-8.8""""","""""""""","""""-15.6""""","""""""""","""""58""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.66""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 22:00""""","""""2015""""","""""01""""","""""27""""","""""22:00""""","""""-8.7""""","""""""""","""""-15.8""""","""""""""","""""56""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.65""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-27 23:00""""","""""2015""""","""""01""""","""""27""""","""""23:00""""","""""-8.6""""","""""""""","""""-16.7""""","""""""""","""""52""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.68""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-28 00:00""""","""""2015""""","""""01""""","""""28""""","""""00:00""""","""""-9.3""""","""""""""","""""-17.1""""","""""""""","""""53""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.69""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-28 01:00""""","""""2015""""","""""01""""","""""28""""","""""01:00""""","""""-10.1""""","""""""""","""""-17.0""""","""""""""","""""57""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.74""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
"""-79.40","""""43.67""""","""""TORONTO CITY""""","""""6158355""""","""""2015-01-28 02:00""""","""""2015""""","""""01""""","""""28""""","""""02:00""""","""""-11.2""""","""""""""","""""-16.8""""","""""""""","""""63""""","""""""""","""""""""","""""M""""","""""""""","""""M""""","""""""""","""""""""","""""100.76""""","""""""""","""""""""","""""""""","""""""""","""""""""","""""NA"""""""
